"SB21B","C00503540","SB21B.4731","","","ORG","Amazon.com","","","","","","P.O. Box 81226","","Seattle","WA","98108","","","20111230","79.00","","Shipping","","","","","","","","","","","","","","","","","","","","",""
"SB21B","C00503540","SB21B.4721","","","ORG","Hilton Waldorf Astoria","","","","","","14200 Bonnet Creek Resort Lane","","Orlanda","FL","32821","","","20111205","573.09","","Travel - Hotel","","","","","","","","","","","","","","","","","","","","",""
"SB21B","C00503540","SB21B.4722","","","ORG","Hilton Waldorf Astoria","","","","","","14200 Bonnet Creek Resort Lane","","Orlanda","FL","32821","","","20111205","45.00","","Travel","","","","","","","","","","","","","","","","","","","","",""
"SB21B","C00503540","SB21B.4723","","","ORG","Hilton Waldorf Astoria","","","","","","14200 Bonnet Creek Resort Lane","","Orlanda","FL","32821","","","20111205","6.00","","Travel","","","","","","","","","","","","","","","","","","","","",""
"SB21B","C00503540","SB21B.4694","","","ORG","Piryx","","","","","","144 2nd St. 1st Floor","","San Francisco","CA","94105","","","20111125","308.49","","Credit Card Processing","","","","","","","","","","","","","","","","","","","","",""
"SB21B","C00503540","SB21B.4693","","","ORG","Piryx","","","","","","144 2nd St. 1st Floor","","San Francisco","CA","94105","","","20111128","19.15","","Credit Card Processing","","","","","","","","","","","","","","","","","","","","",""
"SB21B","C00503540","SB21B.4692","","","ORG","Piryx","","","","","","144 2nd St. 1st Floor","","San Francisco","CA","94105","","","20111129","2.25","","Credit Card Processing","","","","","","","","","","","","","","","","","","","","",""
"SB21B","C00503540","SB21B.4691","","","ORG","Piryx","","","","","","144 2nd St. 1st Floor","","San Francisco","CA","94105","","","20111130","7.20","","Credit Card Processing","","","","","","","","","","","","","","","","","","","","",""
"SB21B","C00503540","SB21B.4690","","","ORG","Piryx","","","","","","144 2nd St. 1st Floor","","San Francisco","CA","94105","","","20111205","38.07","","Credit Card Processing","","","","","","","","","","","","","","","","","","","","",""
"SB21B","C00503540","SB21B.4689","","","ORG","Piryx","","","","","","144 2nd St. 1st Floor","","San Francisco","CA","94105","","","20111206","83.79","","Credit Card Processing","","","","","","","","","","","","","","","","","","","","",""
"SB21B","C00503540","SB21B.4688","","","ORG","Piryx","","","","","","144 2nd St. 1st Floor","","San Francisco","CA","94105","","","20111207","33.58","","Credit Card Processing","","","","","","","","","","","","","","","","","","","","",""
"SB21B","C00503540","SB21B.4687","","","ORG","Piryx","","","","","","144 2nd St. 1st Floor","","San Francisco","CA","94105","","","20111208","4.50","","Credit Card Processing","","","","","","","","","","","","","","","","","","","","",""
"SB21B","C00503540","SB21B.4686","","","ORG","Piryx","","","","","","144 2nd St. 1st Floor","","San Francisco","CA","94105","","","20111209","2.25","","Credit Card Processing","","","","","","","","","","","","","","","","","","","","",""
"SB21B","C00503540","SB21B.4685","","","ORG","Piryx","","","","","","144 2nd St. 1st Floor","","San Francisco","CA","94105","","","20111212","1.13","","Credit Card Processing","","","","","","","","","","","","","","","","","","","","",""
"SB21B","C00503540","SB21B.4684","","","ORG","Piryx","","","","","","144 2nd St. 1st Floor","","San Francisco","CA","94105","","","20111214","2.71","","Credit Card Processing","","","","","","","","","","","","","","","","","","","","",""
"SB21B","C00503540","SB21B.4683","","","ORG","Piryx","","","","","","144 2nd St. 1st Floor","","San Francisco","CA","94105","","","20111215","9.45","","Credit Card Processing","","","","","","","","","","","","","","","","","","","","",""
"SB21B","C00503540","SB21B.4682","","","ORG","Piryx","","","","","","144 2nd St. 1st Floor","","San Francisco","CA","94105","","","20111216","4.50","","Credit Card Processing","","","","","","","","","","","","","","","","","","","","",""
"SB21B","C00503540","SB21B.4681","","","ORG","Piryx","","","","","","144 2nd St. 1st Floor","","San Francisco","CA","94105","","","20111219","2.26","","Credit Card Processing","","","","","","","","","","","","","","","","","","","","",""
"SB21B","C00503540","SB21B.4680","","","ORG","Piryx","","","","","","144 2nd St. 1st Floor","","San Francisco","CA","94105","","","20111228","0.45","","Credit Card Processing","","","","","","","","","","","","","","","","","","","","",""
"SB21B","C00503540","SB21B.4679","","","ORG","Piryx","","","","","","144 2nd St. 1st Floor","","San Francisco","CA","94105","","","20111230","2.25","","Credit Card Processing","","","","","","","","","","","","","","","","","","","","",""
"SB21B","C00503540","SB21B.4706","","","ORG","Southwest","","","","","","P.O. Box 36647-1CR","","Dallas","TX","75235","","","20111125","513.80","","Travel - Airfare","002","","","","","","","","","","","","","","","","","","","",""
"SD10","C00503540","SD10.4101","ORG","Americopy","","","","","","856 E Main St.","","Mesa","AZ","85203","Artwork and Printing","0.00","80.00","0.00","80.00"
"SD10","C00503540","SD10.4103","ORG","Integrated Web Strategy","","","","","","5330 N 12th St.","","Phoenix","AZ","85014","Email Sends","0.00","624.53","0.00","624.53"
