"SB21B","C00495028","D587552","","","ORG","Paychex","","","","","","3060 Williams Drive","Suite 200","Fairfax","VA","22031","","","20111130","4813.26","","Payroll Taxes","","","","","","","","","","","","","","","","","","","","",""
"SB21B","C00495028","D587572","","","IND","","Roche","Shannon","","","","1307 Wallach Place NW","","Washington","DC","20009","","","20111028","6355.71","","Travel/Telephone/Catering/Database/Furniture","","","","","","","","","","","","","","","","","","","","",""
"SB21B","C00495028","D587452","","","ORG","Global Strategy Group LLC","","","","","","895 Broadway","5th Floor","New York","NY","10003","","","20111202","10700.00","","Polling Services","","","","","","","","","","","","","","","","","","","","",""
"SB21B","C00495028","D578512","","","ORG","Paychex","","","","","","3060 Williams Drive","Suite 200","Fairfax","VA","22031","","","20111014","5641.69","","Payroll Taxes","","","","","","","","","","","","","","","","","","","","",""
"SB21B","C00495028","D586423","","","ORG","The McLaughlin Company","","","","","","9210 Corporate Boulevard","Suite 250","Rockville","MD","20850","","","20111230","7293.00","","Insurance","","","","","","","","","","","","","","","","","","","","",""
"SB21B","C00495028","D586433","","","ORG","Paychex","","","","","","3060 Williams Drive","Suite 200","Fairfax","VA","22031","","","20111230","4837.47","","Payroll Taxes","","","","","","","","","","","","","","","","","","","","",""
"SB21B","C00495028","D578513","","","IND","","Lapp","Alixandria","","","","114 S. Cherry Street","","Falls Church","VA","22046","","","20111014","5152.19","","Salary","","","","","","","","","","","","","","","","","","","","",""
"SB21B","C00495028","D587433","","","ORG","4C Partners, LLC","","","","","","718 Seventh Street, NW","Suite 300","Washington","DC","20001","","","20111031","15231.61","","Fundraising Consutling Services","","","","","","","","","","","","","","","","","","","","",""
"SB21B","C00495028","D587443","","","ORG","Bedford Grove","","","","","","349 Fifth Avenue","","New York","NY","10016","","","20111028","10000.00","","Fundraising Consulting Services","","","","","","","","","","","","","","","","","","","","",""
"SB21B","C00495028","D587453","","","ORG","Kieloch Consulting, Inc.","","","","","","228 Second Street, SE","","Washington","DC","20003","","","20111005","10000.00","","Fundraising Consutling Services","","","","","","","","","","","","","","","","","","","","",""
"SB21B","C00495028","D587463","","","ORG","ZURI Technology, LLC","","","","","","1025 Thomas Jefferson Street, NW","Suite 420 East","Washington","DC","20001","","","20111004","3500.00","","Rent","","","","","","","","","","","","","","","","","","","","",""
"SB21B","C00495028","D587533","","","ORG","New Partners Consulting, Inc.","","","","","","1250 I Street, NW","Suite 200","Washington","DC","20004","","","20111028","21000.00","","Communications Consulting Services","","","","","","","","","","","","","","","","","","","","",""
"SB21B","C00495028","D587563","","","ORG","Perkins Coie LLP","","","","","","700 13th Street, NW","Suite 600","Washington","DC","20005","","","20111221","5283.80","","Legal Services","","","","","","","","","","","","","","","","","","","","",""
"SB21B","C00495028","D587573","","","IND","","Roche","Shannon","","","","1307 Wallach Place NW","","Washington","DC","20009","","","20111109","475.36","","Reimbursement - Travel/Telephone/Equipment","","","","","","","","","","","","","","","","","","","","",""
"SB21B","C00495028","D586424","","","ORG","The McLaughlin Company","","","","","","9210 Corporate Boulevard","Suite 250","Rockville","MD","20850","","","20111230","993.00","","Insurance","","","","","","","","","","","","","","","","","","","","",""
"SB21B","C00495028","D587434","","","ORG","4C Partners, LLC","","","","","","718 Seventh Street, NW","Suite 300","Washington","DC","20001","","","20111221","10022.00","","Fundraising Consutling Services","","","","","","","","","","","","","","","","","","","","",""
"SB21B","C00495028","D587464","","","ORG","ZURI Technology, LLC","","","","","","1025 Thomas Jefferson Street, NW","Suite 420 East","Washington","DC","20001","","","20111101","7000.00","","Rent","","","","","","","","","","","","","","","","","","","","",""
"SB21B","C00495028","D587544","","","ORG","First Data Corporation","","","","","","PO Box 407066","","Fort Lauderdale","FL","33340","","","20111103","204.34","","Credit Card Processing Services","","","","","","","","","","","","","","","","","","","","",""
"SB21B","C00495028","D587564","","","ORG","Perkins Coie LLP","","","","","","700 13th Street, NW","Suite 600","Washington","DC","20005","","","20111221","46.98","","Legal & Accounting Services","","","","","","","","","","","","","","","","","","","","",""
"SB21B","C00495028","D578514","","","IND","","Roche","Shannon","","","","1307 Wallach Place NW","","Washington","DC","20009","","","20111014","3676.21","","Salary","","","","","","","","","","","","","","","","","","","","",""
"SB21B","C00495028","D586425","","","ORG","NGP VAN, Inc.","","","","","","1101 15th Street, NW","Suite 500","Washington","DC","20005","","","20111230","2040.00","","Database Services","","","","","","","","","","","","","","","","","","","","",""
"SB21B","C00495028","D587435","","","IND","","Lapp","Alixandria","","","","114 S. Cherry Street","","Falls Church","VA","22046","","","20111028","218.24","","Reimbursement - Travel & Telephone","","","","","","","","","","","","","","","","","","","","",""
"SB21B","C00495028","D587445","","","ORG","CareFirst BlueCross BlueShield","","","","","","PO Box 79749","","Baltimore","MD","21279","","","20111012","452.00","","Insurance","","","","","","","","","","","","","","","","","","","","",""
"SB21B","C00495028","D587455","","","ORG","Kieloch Consulting, Inc.","","","","","","228 Second Street, SE","","Washington","DC","20003","","","20111017","10000.00","","Fundraising Consutling Services","","","","","","","","","","","","","","","","","","","","",""
"SB21B","C00495028","D587465","","","ORG","ZURI Technology, LLC","","","","","","1025 Thomas Jefferson Street, NW","Suite 420 East","Washington","DC","20001","","","20111201","3500.00","","Rent","","","","","","","","","","","","","","","","","","","","",""
"SB21B","C00495028","D587535","","","ORG","New Partners Consulting, Inc.","","","","","","1250 I Street, NW","Suite 200","Washington","DC","20004","","","20111202","14000.00","","Communications Consulting Services","","","","","","","","","","","","","","","","","","","","",""
"SB21B","C00495028","D587565","","","ORG","Perkins Coie LLP","","","","","","700 13th Street, NW","Suite 600","Washington","DC","20005","","","20111130","706.50","","Legal & Accounting Services","","","","","","","","","","","","","","","","","","","","",""
"SB21B","C00495028","D587575","","","IND","","Roche","Shannon","","","","1307 Wallach Place NW","","Washington","DC","20009","","","20111115","3676.21","","Salary","","","","","","","","","","","","","","","","","","","","",""
"SB21B","C00495028","D578515","","","ORG","Matthew C. Fuentes","","","","","","2929 Connecticut Avenue, NW","","Washington","DC","20008","","","20111014","1318.58","","Salary","","","","","","","","","","","","","","","","","","","","",""
"SB21B","C00495028","D586426","","","ORG","New Partners Consulting, Inc.","","","","","","1250 I Street, NW","Suite 200","Washington","DC","20004","","","20111230","14000.00","","Communications Consulting Services","","","","","","","","","","","","","","","","","","","","",""
"SB21B","C00495028","D587436","","","IND","","Lapp","Alixandria","","","","114 S. Cherry Street","","Falls Church","VA","22046","","","20111115","5391.59","","Salary","","","","","","","","","","","","","","","","","","","","",""
"SB21B","C00495028","D587446","","","ORG","CareFirst BlueCross BlueShield","","","","","","PO Box 79749","","Baltimore","MD","21279","","","20111028","232.00","","Insurance","","","","","","","","","","","","","","","","","","","","",""
"SB21B","C00495028","D587456","","","ORG","Kieloch Consulting, Inc.","","","","","","228 Second Street, SE","","Washington","DC","20003","","","20111130","20000.00","","Fundraising Consutling Services","","","","","","","","","","","","","","","","","","","","",""
"SB21B","C00495028","D587466","","","ORG","ZURI Technology, LLC","","","","","","1025 Thomas Jefferson Street, NW","Suite 420 East","Washington","DC","20001","","","20111228","3500.00","","Rent","","","","","","","","","","","","","","","","","","","","",""
"SB21B","C00495028","D587546","","","ORG","First Data Corporation","","","","","","PO Box 407066","","Fort Lauderdale","FL","33340","","","20111205","211.07","","Credit Card Processing Services","","","","","","","","","","","","","","","","","","","","",""
"SB21B","C00495028","D587556","","","ORG","Paychex","","","","","","3060 Williams Drive","Suite 200","Fairfax","VA","22031","","","20111130","62.01","","Payroll Services","","","","","","","","","","","","","","","","","","","","",""
"SB21B","C00495028","D587566","","","ORG","Perkins Coie LLP","","","","","","700 13th Street, NW","Suite 600","Washington","DC","20005","","","20111130","4528.04","","Legal Services","","","","","","","","","","","","","","","","","","","","",""
"SB21B","C00495028","D587576","","","IND","","Roche","Shannon","","","","1307 Wallach Place NW","","Washington","DC","20009","","","20111130","3676.21","","Salary","","","","","","","","","","","","","","","","","","","","",""
"SB21B","C00495028","D586427","","","ORG","4C Partners, LLC","","","","","","718 Seventh Street, NW","Suite 300","Washington","DC","20001","","","20111230","10021.70","","Fundraising Consutling Services","","","","","","","","","","","","","","","","","","","","",""
"SB21B","C00495028","D581407","","","IND","","Lapp","Alixandria","","","","114 S. Cherry Street","","Falls Church","VA","22046","","","20111031","5152.19","","Salary","","","","","","","","","","","","","","","","","","","","",""
"SB21B","C00495028","D581117","","","ORG","Paychex","","","","","","3060 Williams Drive","Suite 200","Fairfax","VA","22031","","","20111031","62.01","","Payroll Services","","","","","","","","","","","","","","","","","","","","",""
"SB21B","C00495028","D587447","","","ORG","CareFirst BlueCross BlueShield","","","","","","PO Box 79749","","Baltimore","MD","21279","","","20111221","464.00","","Insurance","","","","","","","","","","","","","","","","","","","","",""
"SB21B","C00495028","D587467","","","ORG","Matthew C. Fuentes","","","","","","2929 Connecticut Avenue, NW","","Washington","DC","20008","","","20111028","110.00","","Reimbursement - Travel","","","","","","","","","","","","","","","","","","","","",""
"SB21B","C00495028","D587567","","","ORG","Perkins Coie LLP","","","","","","700 13th Street, NW","Suite 600","Washington","DC","20005","","","20111031","1495.00","","Legal & Accounting Services","","","","","","","","","","","","","","","","","","","","",""
"SB21B","C00495028","D587577","","","IND","","Roche","Shannon","","","","1307 Wallach Place NW","","Washington","DC","20009","","","20111207","3537.76","","Travel/Telephone/Equipment/Catering","","","","","","","","","","","","","","","","","","","","",""
"SB21B","C00495028","D587437","","","IND","","Lapp","Alixandria","","","","114 S. Cherry Street","","Falls Church","VA","22046","","","20111130","5422.86","","Salary","","","","","","","","","","","","","","","","","","","","",""
"SB21B","C00495028","D581118","","","ORG","Paychex","","","","","","3060 Williams Drive","Suite 200","Fairfax","VA","22031","","","20111031","5641.69","","Payroll Taxes","","","","","","","","","","","","","","","","","","","","",""
"SB21B","C00495028","D581408","","","ORG","Matthew C. Fuentes","","","","","","2929 Connecticut Avenue, NW","","Washington","DC","20008","","","20111031","1318.58","","Salary","","","","","","","","","","","","","","","","","","","","",""
"SB21B","C00495028","D587438","","","IND","","Lapp","Alixandria","","","","114 S. Cherry Street","","Falls Church","VA","22046","","","20111213","2065.39","","Reimbursement - Travel/Telephone/ Meals","","","","","","","","","","","","","","","","","","","","",""
"SB21B","C00495028","D587448","","","ORG","CareFirst BlueCross BlueShield","","","","","","PO Box 79749","","Baltimore","MD","21279","","","20111021","452.00","","Insurance","","","","","","","","","","","","","","","","","","","","",""
"SB21B","C00495028","D587468","","","ORG","Matthew C. Fuentes","","","","","","2929 Connecticut Avenue, NW","","Washington","DC","20008","","","20111115","1318.58","","Salary","","","","","","","","","","","","","","","","","","","","",""
"SB21B","C00495028","D587528","","","ORG","McKenna Daniels Design","","","","","","1109 Bellavista Court","","Severna Park","MD","21146","","","20111028","620.00","","Design Services","","","","","","","","","","","","","","","","","","","","",""
"SB21B","C00495028","D587558","","","ORG","Paychex","","","","","","3060 Williams Drive","Suite 200","Fairfax","VA","22031","","","20111215","4837.46","","Payroll Taxes","","","","","","","","","","","","","","","","","","","","",""
"SB21B","C00495028","D587568","","","ORG","Perkins Coie LLP","","","","","","700 13th Street, NW","Suite 600","Washington","DC","20005","","","20111031","1789.00","","Legal & Accounting Services","","","","","","","","","","","","","","","","","","","","",""
"SB21B","C00495028","D587578","","","IND","","Roche","Shannon","","","","1307 Wallach Place NW","","Washington","DC","20009","","","20111213","575.83","","Reimbursement - Travel/Telephone/Shipping","","","","","","","","","","","","","","","","","","","","",""
"SB21B","C00495028","D586428","","","ORG","Kieloch Consulting, Inc.","","","","","","228 Second Street, SE","","Washington","DC","20003","","","20111230","20000.00","","Fundraising Consutling Services","","","","","","","","","","","","","","","","","","","","",""
"SB21B","C00495028","D581409","","","IND","","Roche","Shannon","","","","1307 Wallach Place NW","","Washington","DC","20009","","","20111031","3676.21","","Salary","","","","","","","","","","","","","","","","","","","","",""
"SB21B","C00495028","D587439","","","IND","","Lapp","Alixandria","","","","114 S. Cherry Street","","Falls Church","VA","22046","","","20111215","5445.03","","Salary","","","","","","","","","","","","","","","","","","","","",""
"SB21B","C00495028","D587449","","","ORG","CQ-Roll Call, Inc.","","","","","","77 K Street, NW","8th Floor","Washington","DC","20002","","","20111028","2009.24","","Subscription","","","","","","","","","","","","","","","","","","","","",""
"SB21B","C00495028","D587469","","","ORG","Matthew C. Fuentes","","","","","","2929 Connecticut Avenue, NW","","Washington","DC","20008","","","20111130","1268.31","","Salary","","","","","","","","","","","","","","","","","","","","",""
"SB21B","C00495028","D587549","","","ORG","Paychex","","","","","","3060 Williams Drive","Suite 200","Fairfax","VA","22031","","","20111115","62.01","","Payroll Services","","","","","","","","","","","","","","","","","","","","",""
"SB21B","C00495028","D587559","","","ORG","Paychex","","","","","","3060 Williams Drive","Suite 200","Fairfax","VA","22031","","","20111215","99.11","","Payroll Services","","","","","","","","","","","","","","","","","","","","",""
"SB21B","C00495028","D587579","","","IND","","Roche","Shannon","","","","1307 Wallach Place NW","","Washington","DC","20009","","","20111215","3676.21","","Salary","","","","","","","","","","","","","","","","","","","","",""
"SB21B","C00495028","D587569","","","ORG","Perkins Coie LLP","","","","","","700 13th Street, NW","Suite 600","Washington","DC","20005","","","20111031","7045.75","","Legal Services","","","","","","","","","","","","","","","","","","","","",""
"SD10","C00495028","D580750","ORG","Murphy Vogel Askew Reilly LLC","","","","","","901 N. Washington Street","Suite 400","Alexandria","VA","22314","Media Production Costs","378.50","0.00","378.50","0.00"
"SE","C00495028","D578244","","","ORG","Waterfront Strategies","","","","","","1010 Wisconsin Avenue, NW","Suite 800","Washington","DC","20007","P2012","","20111017","31515.30","66864.71","Radio Advertising","","C00302570","O","H0NH02017","Bass","Charles","F.","","","H","NH","02","Abbey","Candace","Bryan","","","20120131","",""
"SE","C00495028","D578248","","","ORG","Shorr Johnson Magnus","","","","","","1831 Chestnut Street","Sixth Floor","Philadelphia","PA","19103","P2012","","20111017","2527.45","66864.71","Media Production Costs","","C00302570","O","H0NH02017","Bass","Charles","F.","","","H","NH","02","Abbey","Candace","Bryan","","","20120131","",""
"SE","C00495028","D578250","","","ORG","Shorr Johnson Magnus","","","","","","1831 Chestnut Street","Sixth Floor","Philadelphia","PA","19103","P2012","","20111017","12488.60","83189.96","Media Production Costs","","C00464339","O","H0WI07051","Duffy","Sean","","","","H","WI","07","Abbey","Candace","Bryan","","","20120131","",""
"SE","C00495028","D578247","","","ORG","Shorr Johnson Magnus","","","","","","1831 Chestnut Street","Sixth Floor","Philadelphia","PA","19103","P2012","","20111017","12488.60","77578.77","Media Production Costs","","C00390955","O","H6CA34112","Lungren","Daniel","E.","","","H","CA","03","Abbey","Candace","Bryan","","","20120131","",""
"SE","C00495028","D578246","","","ORG","Waterfront Strategies","","","","","","1010 Wisconsin Avenue, NW","Suite 800","Washington","DC","20007","P2012","","20111017","42137.25","83189.96","Television Advertising","","C00464339","O","H0WI07051","Duffy","Sean","","","","H","WI","07","Abbey","Candace","Bryan","","","20120131","",""
"SE","C00495028","D578243","","","ORG","Waterfront Strategies","","","","","","1010 Wisconsin Avenue, NW","Suite 800","Washington","DC","20007","P2012","","20111017","26457.50","77578.77","Television Advertising","","C00390955","O","H6CA34112","Lungren","Daniel","E.","","","H","CA","03","Abbey","Candace","Bryan","","","20120131","",""
"SE","C00495028","D578249","","","ORG","Shorr Johnson Magnus","","","","","","1831 Chestnut Street","Sixth Floor","Philadelphia","PA","19103","P2012","","20111017","2012.97","24981.12","Media Production Costs","","C00476820","O","H0OH06189","Johnson","Bill","","","","H","OH","06","Abbey","Candace","Bryan","","","20120131","",""
"SE","C00495028","D578245","","","ORG","Waterfront Strategies","","","","","","1010 Wisconsin Avenue, NW","Suite 800","Washington","DC","20007","P2012","","20111017","22968.15","24981.12","Radio Advertising","","C00476820","O","H0OH06189","Johnson","Bill","","","","H","OH","06","Abbey","Candace","Bryan","","","20120131","",""
"SE","C00495028","D581051","","","ORG","Murphy Vogel Askew Reilly LLC","","","","","","901 N. Washington Street","Suite 400","Alexandria","VA","22314","O2012","2011 Special General","20111028","378.50","163034.62","Media Production Costs - See Post General Report","","C00499244","O","H0NY09072","Turner","Robert","L.","","","H","NY","09","Abbey","Candace","Bryan","","","20120131","","2011 Special General"
